Year,Country,Pais_Lat_Long,Sex,Fatal (Y/N),href formula
2018,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.25-Wolfe.pdf
2018,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.18-McNeely.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.09-Denges.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.08-Arrawarra.pdf
2018,MEXICO,"23.6585116,-102.0077097",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.04-Ramos.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.b-FlatRock.pdf
2018,BRAZIL,"-10.3333333,-53.2",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.a-daSilva.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.27-Ponce.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.b-High.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.a-DaytonaBeach.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.24-CairnsAquarium.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.21-deBoer.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.13.b-Turrell.pdf
2018,ENGLAND,"52.5310214,-1.2649062",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.13.a-Berryman.pdf
2018,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.00-Brunning.pdf
2018,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.12-EastLondon.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.09-SharpesBeach.pdf
2018,THAILAND,"14.8971921,100.83273",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.30.R-Thailand.pdf
2018,COSTA RICA,"10.2735633,-84.0739102",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.b-CostaRica.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.a-Murray.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.25.b-Lee.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.25.a-Bruce.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.24-Burch.pdf
2018,MALDIVES,"3.7203503,73.2244152",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.23-Maldives.pdf
2018,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.22-PlettenbergBay.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.19-McWilliams.pdf
2018,THAILAND,"14.8971921,100.83273",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.d-Thailand.pdf
2018,BRAZIL,"-10.3333333,-53.2",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.c-deMelo.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.b-Longrass.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.a-Travaglini.pdf
2018,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.14-Rowan.pff
2018,BRAZIL,"-10.3333333,-53.2",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.10.R-Paz.pdf
2018,NEW CALEDONIA,"-21.3019905,165.4880773",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.09-Magenta.pdf
2018,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.05-McConnell.pdf
2018,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.03-StFrancisBay.pdf
2018,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.31-Hawaii.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.14-WatermansBay.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.b-Crossland.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.a-Weight.pdf
2018,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.24-Polly.pdf
2018,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.23-Shurapey.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.17-Palmer.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.15-Hoare.pdf
2018,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.14-Babd.pdf
2018,BRAZIL,"-10.3333333,-53.2",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.11-Rosilda.pdf
2018,ECUADOR,"-1.3397668,-79.3666965",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.03-Newman.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.01-Martin.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.28-ConeBay.pdf
2018,NEW CALEDONIA,"-21.3019905,165.4880773",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.21-NewCaledonia.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.14-Vickers.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.13-Stewart.pdf
2018,BRAZIL,"-10.3333333,-53.2",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.12-Bulhoes.pdf
2018,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.05-Justin.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.31-Mariano.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.30.Jones.pdf
2017,MALAYSIA,"4.5693754,102.2656823",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.21-Harun.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.09-Carroll.pdf
2017,COSTA RICA,"10.2735633,-84.0739102",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.b-Jimenez.pdf
2017,COSTA RICA,"10.2735633,-84.0739102",F,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.a-Bhandari.pdf
2017,LIBYA,"26.8234472,18.1236723",NO INF,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.24-Azatian.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.18-Anderson.pdf
2017,HIGH SEAS,"29.870151,-93.922369",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13.R-Timur.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13-Fry.pdf
2017,CUBA,"23.0131338,-80.8328748",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.04-Cuba.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21.R-Tolley.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.26-Oahu.pdf
2017,MAURITIUS,"-20.2759451,57.5703566",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.c-Mauritius.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.b-Hartl.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.a-Peteka.pdf
2017,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.22-Williams.pdf
2017,NEW ZEALAND,"-41.5000831,172.8344077",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.01-Fick.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf
2017,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.b-Behrend.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf
2017,SPAIN,"39.3260685,-4.8379791",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.b-Love.pdf
2017,SAMOA,"-13.7693895,-172.12005",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf
2017,AUSTRALIA,"-24.7761086,134.755",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf
2017,SOLOMON ISLANDS,"-8.7053941,159.1070693851845",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf
2017,JAPAN,"36.5748441,139.2394179",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf
2017,SPAIN,"39.3260685,-4.8379791",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf
2017,NEW ZEALAND,"-41.5000831,172.8344077",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf
2017,EGYPT,"26.2540493,29.2675469",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf
2017,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf
2017,HIGH SEAS,"29.870151,-93.922369",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf
2017,SPAIN,"39.3260685,-4.8379791",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf
2017,USA,"39.7837304,-100.445882",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf
2017,MEXICO,"23.6585116,-102.0077097",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf
2017,COMOROS,"-12.2045176,44.2832964",NO INF,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf
2017,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf
2017,REUNION,"-21.130737949999997,55.536480112992315",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf
2017,SPAIN,"39.3260685,-4.8379791",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf
2017,FRENCH POLYNESIA,"-17.0243749,-144.6434898",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf
2017,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf
2017,UNITED KINGDOM,"54.7023545,-3.2765753",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf 
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf
2017,UNITED ARAB EMIRATES,"24.0002488,53.9994829",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf
2017,MEXICO,"23.6585116,-102.0077097",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf
2017,USA,"39.7837304,-100.445882",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf
2017,REUNION,"-21.130737949999997,55.536480112992315",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf
2017,NEW ZEALAND,"-41.5000831,172.8344077",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf
2017,USA,"39.7837304,-100.445882",F,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf
2017,HIGH SEAS,"29.870151,-93.922369",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf
2017,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf
2017,USA,"39.7837304,-100.445882",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf
2017,AUSTRALIA,"-24.7761086,134.755",F,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf 
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf
2017,USA,"39.7837304,-100.445882",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf
2017,PHILIPPINES,"12.7503486,122.7312101",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.11-Reintegrado.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf
2017,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah
2017,REUNION,"-21.130737949999997,55.536480112992315",M,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Naussance.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf
2017,BRAZIL,"-10.3333333,-53.2",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf
2017,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf
2017,USA,"39.7837304,-100.445882",NO INF,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf
2017,BAHAMAS,"24.7736546,-78.0000547",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf
2017,BRAZIL,"-10.3333333,-53.2",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.24-Andrade.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf
2017,INDONESIA,"-2.4833826,117.8902853",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.08.R-KerryDaniel.pdf
2017,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf
2017,AUSTRALIA,"-24.7761086,134.755",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf
2016,USA,"39.7837304,-100.445882",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf
2016,AUSTRALIA,"-24.7761086,134.755",F,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf
2016,SOUTH AFRICA,"-28.8166236,24.991639",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf
2016,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf
2016,FRENCH POLYNESIA,"-17.0243749,-144.6434898",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11.b-Takapoto.pdf
2016,USA,"39.7837304,-100.445882",M,NO INF,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.11.a-Garthwait.pdf
2016,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf
2016,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf
2016,AUSTRALIA,"-24.7761086,134.755",M,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf
